state,year,quarter,year_quarter,transaction_type,"transaction_count
",transaction_amount,avg_transaction_value,Region
Tamil Nadu,2019,Q3,2019-Q3,Financial Services,88261,27213741.83,308,Southern Region
Tamil Nadu,2019,Q3,2019-Q3,Others,453581,273599406.19,603,Southern Region
Tamil Nadu,2019,Q4,2019-Q4,Peer-to-peer payments,28814008,91858026341.28,3188,Southern Region
Tamil Nadu,2019,Q4,2019-Q4,Merchant payments,16153034,6420193204.78,397,Southern Region
Tamil Nadu,2019,Q4,2019-Q4,Recharge & bill payments,11157765,4681454397.56,420,Southern Region
Tamil Nadu,2019,Q4,2019-Q4,Financial Services,60624,24332240.66,401,Southern Region
Tamil Nadu,2019,Q4,2019-Q4,Others,410980,206859328.27,503,Southern Region
Tamil Nadu,2020,Q1,2020-Q1,Peer-to-peer payments,30880360,101907683045.28,3300,Southern Region
Tamil Nadu,2020,Q1,2020-Q1,Merchant payments,21541556,8950736938.22,416,Southern Region
Tamil Nadu,2020,Q1,2020-Q1,Recharge & bill payments,14134259,5493239429.73,389,Southern Region
Tamil Nadu,2020,Q1,2020-Q1,Financial Services,61427,41422107.81,674,Southern Region
Tamil Nadu,2020,Q1,2020-Q1,Others,335871,176604658.39,526,Southern Region
Tamil Nadu,2020,Q2,2020-Q2,Peer-to-peer payments,21700844,82347647064.12,3795,Southern Region
Tamil Nadu,2020,Q2,2020-Q2,Recharge & bill payments,18474731,6414781159.48,347,Southern Region
Tamil Nadu,2020,Q2,2020-Q2,Merchant payments,11477546,6909361871.63,602,Southern Region
Tamil Nadu,2020,Q2,2020-Q2,Financial Services,78584,89189349.85,1135,Southern Region
Tamil Nadu,2020,Q2,2020-Q2,Others,138405,65529451.74,473,Southern Region
Tamil Nadu,2020,Q3,2020-Q3,Peer-to-peer payments,31754077,123561080533.05,3891,Southern Region
Tamil Nadu,2020,Q3,2020-Q3,Merchant payments,20664887,12554589575.50,608,Southern Region
Tamil Nadu,2020,Q3,2020-Q3,Recharge & bill payments,17521756,7476952307.41,427,Southern Region
Tamil Nadu,2020,Q3,2020-Q3,Financial Services,129671,158512062.55,1222,Southern Region
Tamil Nadu,2020,Q3,2020-Q3,Others,207434,90281020.16,435,Southern Region
Tamil Nadu,2020,Q4,2020-Q4,Peer-to-peer payments,47800741,172196381789.49,3602,Southern Region
Tamil Nadu,2020,Q4,2020-Q4,Merchant payments,41297305,24417758781.65,591,Southern Region
Tamil Nadu,2020,Q4,2020-Q4,Recharge & bill payments,21563946,9462546013.16,439,Southern Region
Tamil Nadu,2020,Q4,2020-Q4,Financial Services,153044,186775413.14,1220,Southern Region
Tamil Nadu,2020,Q4,2020-Q4,Others,364665,209735503.55,575,Southern Region
Tamil Nadu,2021,Q1,2021-Q1,Peer-to-peer payments,57446279,206405230307.96,3593,Southern Region
Tamil Nadu,2021,Q1,2021-Q1,Merchant payments,53811885,30722779534.58,571,Southern Region
Tamil Nadu,2021,Q1,2021-Q1,Recharge & bill payments,24826273,11115915388.74,448,Southern Region
Tamil Nadu,2021,Q1,2021-Q1,Financial Services,170620,215319360.48,1262,Southern Region
Tamil Nadu,2021,Q1,2021-Q1,Others,301617,208899281.88,693,Southern Region
Tamil Nadu,2021,Q2,2021-Q2,Peer-to-peer payments,60812902,216379027686.30,3558,Southern Region
Tamil Nadu,2021,Q2,2021-Q2,Merchant payments,52048347,33504798112.88,644,Southern Region
Tamil Nadu,2021,Q2,2021-Q2,Recharge & bill payments,32753032,13155346942.26,402,Southern Region
Tamil Nadu,2021,Q2,2021-Q2,Financial Services,192614,225113402.66,1169,Southern Region
Tamil Nadu,2021,Q2,2021-Q2,Others,351547,223054882.45,634,Southern Region
Tamil Nadu,2021,Q3,2021-Q3,Merchant payments,85074941,52932187058.58,622,Southern Region
Tamil Nadu,2021,Q3,2021-Q3,Peer-to-peer payments,83833356,296121079294.83,3532,Southern Region
Tamil Nadu,2021,Q3,2021-Q3,Recharge & bill payments,34751691,15613287081.61,449,Southern Region
Tamil Nadu,2021,Q3,2021-Q3,Financial Services,182097,246146707.28,1352,Southern Region
Tamil Nadu,2021,Q3,2021-Q3,Others,515319,294622911.63,572,Southern Region
Tamil Nadu,2021,Q4,2021-Q4,Merchant payments,117578360,70539086832.14,600,Southern Region
Tamil Nadu,2021,Q4,2021-Q4,Peer-to-peer payments,104493071,353529424598.23,3383,Southern Region
Tamil Nadu,2021,Q4,2021-Q4,Recharge & bill payments,36163870,18979178477.53,525,Southern Region
Tamil Nadu,2021,Q4,2021-Q4,Financial Services,228761,275850497.09,1206,Southern Region
Tamil Nadu,2021,Q4,2021-Q4,Others,691914,400412189.80,579,Southern Region
Tamil Nadu,2022,Q1,2022-Q1,Merchant payments,139788772,81798208975.87,585,Southern Region
Tamil Nadu,2022,Q1,2022-Q1,Peer-to-peer payments,119383791,409631710258.45,3431,Southern Region
Tamil Nadu,2022,Q1,2022-Q1,Recharge & bill payments,34579431,20705079141.10,599,Southern Region
Tamil Nadu,2022,Q1,2022-Q1,Financial Services,241201,298216135.38,1236,Southern Region
Tamil Nadu,2022,Q1,2022-Q1,Others,579955,355987089.83,614,Southern Region
Tamil Nadu,2022,Q2,2022-Q2,Merchant payments,179245529,100813133534.03,562,Southern Region
Tamil Nadu,2022,Q2,2022-Q2,Peer-to-peer payments,136341691,464333108374.57,3406,Southern Region
Tamil Nadu,2022,Q2,2022-Q2,Recharge & bill payments,38257271,24477663683.79,640,Southern Region
Tamil Nadu,2022,Q2,2022-Q2,Financial Services,202498,233054908.97,1151,Southern Region
Tamil Nadu,2022,Q2,2022-Q2,Others,459948,277767177.03,604,Southern Region
Tamil Nadu,2022,Q3,2022-Q3,Merchant payments,202149276,109801011246.16,543,Southern Region
Tamil Nadu,2022,Q3,2022-Q3,Peer-to-peer payments,148805657,493880482824.98,3319,Southern Region
Tamil Nadu,2022,Q3,2022-Q3,Recharge & bill payments,41919063,27694221703.17,661,Southern Region
Tamil Nadu,2022,Q3,2022-Q3,Financial Services,217741,238069828.17,1093,Southern Region
Tamil Nadu,2022,Q3,2022-Q3,Others,404438,265434770.79,656,Southern Region
Tamil Nadu,2022,Q4,2022-Q4,Merchant payments,229308285,118847998736.56,518,Southern Region
Tamil Nadu,2022,Q4,2022-Q4,Peer-to-peer payments,162920305,526511418812.77,3232,Southern Region
Tamil Nadu,2022,Q4,2022-Q4,Recharge & bill payments,43391904,29719449171.39,685,Southern Region
Tamil Nadu,2022,Q4,2022-Q4,Financial Services,295740,334812023.57,1132,Southern Region
Tamil Nadu,2022,Q4,2022-Q4,Others,400402,275988847.15,689,Southern Region
Telangana,2018,Q1,2018-Q1,Recharge & bill payments,4209319,831912767.59,198,Southern Region
Telangana,2018,Q1,2018-Q1,Peer-to-peer payments,3307245,11748268950.76,3552,Southern Region
Telangana,2018,Q1,2018-Q1,Merchant payments,351474,282899066.61,805,Southern Region
Telangana,2018,Q1,2018-Q1,Financial Services,262876,57011875.36,217,Southern Region
Telangana,2018,Q1,2018-Q1,Others,391852,388111458.21,990,Southern Region
Telangana,2018,Q2,2018-Q2,Peer-to-peer payments,4784079,20748520742.58,4337,Southern Region
Telangana,2018,Q2,2018-Q2,Recharge & bill payments,4686542,1274130053.83,272,Southern Region
Telangana,2018,Q2,2018-Q2,Merchant payments,701082,551696487.32,787,Southern Region
Telangana,2018,Q2,2018-Q2,Financial Services,277805,85498213.25,308,Southern Region
Telangana,2018,Q2,2018-Q2,Others,315162,357356020.67,1134,Southern Region
Telangana,2018,Q3,2018-Q3,Peer-to-peer payments,11560952,29253505738.83,2530,Southern Region
Telangana,2018,Q3,2018-Q3,Recharge & bill payments,5328881,1568136060.63,294,Southern Region
Telangana,2018,Q3,2018-Q3,Merchant payments,1770075,855534175.48,483,Southern Region
Telangana,2018,Q3,2018-Q3,Financial Services,307312,52554123.97,171,Southern Region
Telangana,2018,Q3,2018-Q3,Others,365483,300363110.81,822,Southern Region
Telangana,2018,Q4,2018-Q4,Peer-to-peer payments,15571288,44541667501.74,2860,Southern Region
Telangana,2018,Q4,2018-Q4,Recharge & bill payments,7121135,2165870863.17,304,Southern Region
Telangana,2018,Q4,2018-Q4,Merchant payments,5315161,2356841304.96,443,Southern Region
Telangana,2018,Q4,2018-Q4,Financial Services,392423,64569231.24,165,Southern Region
Telangana,2018,Q4,2018-Q4,Others,521147,380139546.94,729,Southern Region
Telangana,2019,Q1,2019-Q1,Peer-to-peer payments,40488967,87361237975.49,2158,Southern Region
Telangana,2019,Q1,2019-Q1,Merchant payments,12341901,4144368545.54,336,Southern Region
Telangana,2019,Q1,2019-Q1,Recharge & bill payments,11525394,3619117615.49,314,Southern Region
Telangana,2019,Q1,2019-Q1,Financial Services,463688,54547989.28,118,Southern Region
Telangana,2019,Q1,2019-Q1,Others,470752,343989909.88,731,Southern Region
Telangana,2019,Q2,2019-Q2,Peer-to-peer payments,46741594,141095702899.16,3019,Southern Region
Telangana,2019,Q2,2019-Q2,Merchant payments,25682382,8442740781.47,329,Southern Region
Telangana,2019,Q2,2019-Q2,Recharge & bill payments,16225017,5603477828.55,345,Southern Region
Telangana,2019,Q2,2019-Q2,Financial Services,252173,43627344.86,173,Southern Region
Telangana,2019,Q2,2019-Q2,Others,709213,490894328.39,692,Southern Region
Telangana,2019,Q3,2019-Q3,Peer-to-peer payments,59981113,180342868388.36,3007,Southern Region
Telangana,2019,Q3,2019-Q3,Merchant payments,44035953,14308557740.55,325,Southern Region
Telangana,2019,Q3,2019-Q3,Recharge & bill payments,16437222,6793699069.39,413,Southern Region
Telangana,2019,Q3,2019-Q3,Financial Services,183163,39617186.74,216,Southern Region
Telangana,2019,Q3,2019-Q3,Others,857925,445278745.38,519,Southern Region
Telangana,2019,Q4,2019-Q4,Peer-to-peer payments,82587060,249346680995.99,3019,Southern Region
Telangana,2019,Q4,2019-Q4,Merchant payments,59347809,21510626607.08,362,Southern Region
Telangana,2019,Q4,2019-Q4,Recharge & bill payments,20797056,9561315124.60,460,Southern Region
Telangana,2019,Q4,2019-Q4,Financial Services,137291,33453857.40,244,Southern Region
Telangana,2019,Q4,2019-Q4,Others,703042,294688962.66,419,Southern Region
Telangana,2020,Q1,2020-Q1,Peer-to-peer payments,95668911,327641798044.81,3425,Southern Region
Telangana,2020,Q1,2020-Q1,Merchant payments,76818285,31076431477.91,405,Southern Region
Telangana,2020,Q1,2020-Q1,Recharge & bill payments,26324268,12324266104.56,468,Southern Region
Telangana,2020,Q1,2020-Q1,Financial Services,88184,59500639.39,675,Southern Region
Telangana,2020,Q1,2020-Q1,Others,509877,241784101.55,474,Southern Region
Telangana,2020,Q2,2020-Q2,Peer-to-peer payments,76683293,279478553909.74,3645,Southern Region
Telangana,2020,Q2,2020-Q2,Merchant payments,44181999,26712043204.89,605,Southern Region
Telangana,2020,Q2,2020-Q2,Recharge & bill payments,30885875,15106945863.86,489,Southern Region
Telangana,2020,Q2,2020-Q2,Financial Services,116776,134169906.75,1149,Southern Region
Telangana,2020,Q2,2020-Q2,Others,187200,100126467.19,535,Southern Region
Telangana,2020,Q3,2020-Q3,Peer-to-peer payments,116668399,437459188905.05,3750,Southern Region
Telangana,2020,Q3,2020-Q3,Merchant payments,86836471,49743225885.18,573,Southern Region
Telangana,2020,Q3,2020-Q3,Recharge & bill payments,32352860,18378477087.58,568,Southern Region
Telangana,2020,Q3,2020-Q3,Financial Services,195857,223377023.51,1141,Southern Region
Telangana,2020,Q3,2020-Q3,Others,318539,156875854.55,492,Southern Region
Telangana,2020,Q4,2020-Q4,Peer-to-peer payments,160607487,591976601278.52,3686,Southern Region
Telangana,2020,Q4,2020-Q4,Merchant payments,143897953,81725950703.21,568,Southern Region
Telangana,2020,Q4,2020-Q4,Recharge & bill payments,38174710,22006183348.80,576,Southern Region
Telangana,2020,Q4,2020-Q4,Financial Services,230134,275357720.02,1197,Southern Region
Telangana,2020,Q4,2020-Q4,Others,733503,366346176.41,499,Southern Region
Telangana,2021,Q1,2021-Q1,Merchant payments,185230619,95927278280.53,518,Southern Region
Telangana,2021,Q1,2021-Q1,Peer-to-peer payments,179738195,676276353116.84,3763,Southern Region
Telangana,2021,Q1,2021-Q1,Recharge & bill payments,46371555,26447601338.53,570,Southern Region
Telangana,2021,Q1,2021-Q1,Financial Services,262473,320153410.18,1220,Southern Region
Telangana,2021,Q1,2021-Q1,Others,969268,387877900.50,400,Southern Region
Telangana,2021,Q2,2021-Q2,Peer-to-peer payments,230861833,872151973637.89,3778,Southern Region
Telangana,2021,Q2,2021-Q2,Merchant payments,205232899,123207789311.30,600,Southern Region
Telangana,2021,Q2,2021-Q2,Recharge & bill payments,58637866,31877277168.34,544,Southern Region
Telangana,2021,Q2,2021-Q2,Financial Services,278546,300569264.14,1079,Southern Region
Telangana,2021,Q2,2021-Q2,Others,856400,420723415.92,491,Southern Region
Telangana,2021,Q3,2021-Q3,Merchant payments,286735350,159227310549.39,555,Southern Region
Telangana,2021,Q3,2021-Q3,Peer-to-peer payments,271436926,981754679241.04,3617,Southern Region
Telangana,2021,Q3,2021-Q3,Recharge & bill payments,62744121,36434881136.02,581,Southern Region
Telangana,2021,Q3,2021-Q3,Financial Services,235519,329138539.46,1398,Southern Region
Telangana,2021,Q3,2021-Q3,Others,1734852,543116826.34,313,Southern Region
Telangana,2021,Q4,2021-Q4,Merchant payments,376584215,212974766412.02,566,Southern Region
Telangana,2021,Q4,2021-Q4,Peer-to-peer payments,331774591,1204991223519.01,3632,Southern Region
Telangana,2021,Q4,2021-Q4,Recharge & bill payments,66477036,44760398983.31,673,Southern Region
Telangana,2021,Q4,2021-Q4,Financial Services,298871,392141743.67,1312,Southern Region
Telangana,2021,Q4,2021-Q4,Others,855060,639658842.90,748,Southern Region
Telangana,2022,Q1,2022-Q1,Merchant payments,449186799,243841863780.68,543,Southern Region
Telangana,2022,Q1,2022-Q1,Peer-to-peer payments,368048408,1375289566667.70,3737,Southern Region
Telangana,2022,Q1,2022-Q1,Recharge & bill payments,66352138,50470450179.88,761,Southern Region
Telangana,2022,Q1,2022-Q1,Financial Services,284035,394283511.94,1388,Southern Region
Telangana,2022,Q1,2022-Q1,Others,2582005,642005688.77,249,Southern Region
Telangana,2022,Q2,2022-Q2,Merchant payments,565370506,307468406704.91,544,Southern Region
Telangana,2022,Q2,2022-Q2,Peer-to-peer payments,422056582,1580014085694.83,3744,Southern Region
Telangana,2022,Q2,2022-Q2,Recharge & bill payments,75099130,63136761649.39,841,Southern Region
Telangana,2022,Q2,2022-Q2,Financial Services,245023,324857780.56,1326,Southern Region
Telangana,2022,Q2,2022-Q2,Others,611316,470432687.39,770,Southern Region
Telangana,2022,Q3,2022-Q3,Merchant payments,880414292,447150646953.74,508,Southern Region
Telangana,2022,Q3,2022-Q3,Peer-to-peer payments,626830752,2170173323588.52,3462,Southern Region
Telangana,2022,Q3,2022-Q3,Recharge & bill payments,119779835,87937210666.27,734,Southern Region
Telangana,2022,Q3,2022-Q3,Financial Services,340458,442783619.09,1301,Southern Region
Telangana,2022,Q3,2022-Q3,Others,800064,621900924.44,777,Southern Region
Telangana,2022,Q4,2022-Q4,Merchant payments,1002521735,491556008133.54,490,Southern Region
Telangana,2022,Q4,2022-Q4,Peer-to-peer payments,694612831,2393380395296.85,3446,Southern Region
Telangana,2022,Q4,2022-Q4,Recharge & bill payments,121188131,92136759501.42,760,Southern Region
Telangana,2022,Q4,2022-Q4,Financial Services,401838,498719426.01,1241,Southern Region
Telangana,2022,Q4,2022-Q4,Others,782297,680680558.33,870,Southern Region
Tripura,2018,Q1,2018-Q1,Recharge & bill payments,86819,14079439.57,162,North-Eastern Region
Tripura,2018,Q1,2018-Q1,Peer-to-peer payments,44844,112229994.98,2503,North-Eastern Region
Tripura,2018,Q1,2018-Q1,Financial Services,4842,672247.59,139,North-Eastern Region
Tripura,2018,Q1,2018-Q1,Merchant payments,4833,6080959.88,1258,North-Eastern Region
Tripura,2018,Q1,2018-Q1,Others,6819,4916272.51,721,North-Eastern Region
Tripura,2018,Q2,2018-Q2,Recharge & bill payments,118171,22554398.15,191,North-Eastern Region
Tripura,2018,Q2,2018-Q2,Peer-to-peer payments,73821,197666881.87,2678,North-Eastern Region
Tripura,2018,Q2,2018-Q2,Merchant payments,9621,10570951.15,1099,North-Eastern Region
Tripura,2018,Q2,2018-Q2,Financial Services,6925,1264101.90,183,North-Eastern Region
Tripura,2018,Q2,2018-Q2,Others,6021,4835385.63,803,North-Eastern Region
Tripura,2018,Q3,2018-Q3,Peer-to-peer payments,186065,398867427.32,2144,North-Eastern Region
Tripura,2018,Q3,2018-Q3,Recharge & bill payments,156308,33484811.21,214,North-Eastern Region
Tripura,2018,Q3,2018-Q3,Merchant payments,21476,16092396.41,749,North-Eastern Region
Tripura,2018,Q3,2018-Q3,Financial Services,8106,1080000.01,133,North-Eastern Region
Tripura,2018,Q3,2018-Q3,Others,5748,4338753.08,755,North-Eastern Region
Tripura,2018,Q4,2018-Q4,Recharge & bill payments,204720,38334816.66,187,North-Eastern Region
Tripura,2018,Q4,2018-Q4,Peer-to-peer payments,179739,549068822.37,3055,North-Eastern Region
Tripura,2018,Q4,2018-Q4,Merchant payments,50888,31066467.63,610,North-Eastern Region
Tripura,2018,Q4,2018-Q4,Financial Services,6441,1023126.82,159,North-Eastern Region
Tripura,2018,Q4,2018-Q4,Others,6271,5392365.97,860,North-Eastern Region
Tripura,2019,Q1,2019-Q1,Peer-to-peer payments,296993,679165332.81,2287,North-Eastern Region
Tripura,2019,Q1,2019-Q1,Recharge & bill payments,227997,44429378.42,195,North-Eastern Region
Tripura,2019,Q1,2019-Q1,Merchant payments,46642,28109966.32,603,North-Eastern Region
Tripura,2019,Q1,2019-Q1,Financial Services,4189,461473.59,110,North-Eastern Region
Tripura,2019,Q1,2019-Q1,Others,5105,4728790.47,926,North-Eastern Region
Tripura,2019,Q2,2019-Q2,Peer-to-peer payments,240776,751113516.23,3120,North-Eastern Region
Tripura,2019,Q2,2019-Q2,Recharge & bill payments,218649,48989430.61,224,North-Eastern Region
Tripura,2019,Q2,2019-Q2,Merchant payments,64829,35275706.83,544,North-Eastern Region
Tripura,2019,Q2,2019-Q2,Financial Services,1899,339184.33,179,North-Eastern Region
Tripura,2019,Q2,2019-Q2,Others,6405,6103644.85,953,North-Eastern Region
Tripura,2019,Q3,2019-Q3,Recharge & bill payments,339539,81845425.35,241,North-Eastern Region
Tripura,2019,Q3,2019-Q3,Peer-to-peer payments,270163,884623553.90,3274,North-Eastern Region
Tripura,2019,Q3,2019-Q3,Merchant payments,68399,44802063.64,655,North-Eastern Region
Tripura,2019,Q3,2019-Q3,Financial Services,27970,582020.99,21,North-Eastern Region
Tripura,2019,Q3,2019-Q3,Others,5646,5524358.93,978,North-Eastern Region
Tripura,2019,Q4,2019-Q4,Recharge & bill payments,373779,88001651.29,235,North-Eastern Region
Tripura,2019,Q4,2019-Q4,Peer-to-peer payments,359076,1071507586.00,2984,North-Eastern Region
Tripura,2019,Q4,2019-Q4,Merchant payments,62458,51274033.72,821,North-Eastern Region
Tripura,2019,Q4,2019-Q4,Financial Services,2239,377097.67,168,North-Eastern Region
Tripura,2019,Q4,2019-Q4,Others,4272,4239791.59,992,North-Eastern Region
Tripura,2020,Q1,2020-Q1,Recharge & bill payments,449584,114355218.04,254,North-Eastern Region
Tripura,2020,Q1,2020-Q1,Peer-to-peer payments,366218,1400694933.57,3825,North-Eastern Region
Tripura,2020,Q1,2020-Q1,Merchant payments,102861,68590603.64,667,North-Eastern Region
Tripura,2020,Q1,2020-Q1,Financial Services,1722,1066651.52,619,North-Eastern Region
Tripura,2020,Q1,2020-Q1,Others,4117,4071399.62,989,North-Eastern Region
Tripura,2020,Q2,2020-Q2,Recharge & bill payments,600206,163220166.77,272,North-Eastern Region
Tripura,2020,Q2,2020-Q2,Peer-to-peer payments,346863,1501452755.69,4329,North-Eastern Region
Tripura,2020,Q2,2020-Q2,Merchant payments,97816,99795973.61,1020,North-Eastern Region
Tripura,2020,Q2,2020-Q2,Financial Services,2904,2247782.52,774,North-Eastern Region
Tripura,2020,Q2,2020-Q2,Others,4731,2459205.00,520,North-Eastern Region
Tripura,2020,Q3,2020-Q3,Recharge & bill payments,627363,185201997.28,295,North-Eastern Region
Tripura,2020,Q3,2020-Q3,Peer-to-peer payments,477769,1959371082.92,4101,North-Eastern Region
Tripura,2020,Q3,2020-Q3,Merchant payments,202106,190218136.28,941,North-Eastern Region
Tripura,2020,Q3,2020-Q3,Financial Services,3828,3141391.58,821,North-Eastern Region
Tripura,2020,Q3,2020-Q3,Others,6819,3886908.16,570,North-Eastern Region
Tripura,2020,Q4,2020-Q4,Peer-to-peer payments,650386,2683789889.83,4126,North-Eastern Region
Tripura,2020,Q4,2020-Q4,Recharge & bill payments,631611,192385823.43,305,North-Eastern Region
Tripura,2020,Q4,2020-Q4,Merchant payments,357567,296872485.42,830,North-Eastern Region
Tripura,2020,Q4,2020-Q4,Financial Services,4084,3666639.31,898,North-Eastern Region
Tripura,2020,Q4,2020-Q4,Others,8242,5416158.23,657,North-Eastern Region
Tripura,2021,Q1,2021-Q1,Peer-to-peer payments,643366,2821226150.59,4385,North-Eastern Region
Tripura,2021,Q1,2021-Q1,Recharge & bill payments,508718,173211140.89,340,North-Eastern Region
Tripura,2021,Q1,2021-Q1,Merchant payments,350366,333743281.32,953,North-Eastern Region
Tripura,2021,Q1,2021-Q1,Financial Services,3146,2879929.22,915,North-Eastern Region
Tripura,2021,Q1,2021-Q1,Others,5827,4281067.76,735,North-Eastern Region
Tripura,2021,Q2,2021-Q2,Peer-to-peer payments,703728,2865655130.43,4072,North-Eastern Region
Tripura,2021,Q2,2021-Q2,Recharge & bill payments,589839,189808502.91,322,North-Eastern Region
Tripura,2021,Q2,2021-Q2,Merchant payments,440060,404915546.52,920,North-Eastern Region
Tripura,2021,Q2,2021-Q2,Financial Services,3656,3503925.34,958,North-Eastern Region
Tripura,2021,Q2,2021-Q2,Others,7146,4271255.84,598,North-Eastern Region
Tripura,2021,Q3,2021-Q3,Peer-to-peer payments,864329,3491901741.16,4040,North-Eastern Region
Tripura,2021,Q3,2021-Q3,Recharge & bill payments,620991,215226019.58,347,North-Eastern Region
Tripura,2021,Q3,2021-Q3,Merchant payments,584079,648504775.62,1110,North-Eastern Region
Tripura,2021,Q3,2021-Q3,Financial Services,2886,3473153.09,1203,North-Eastern Region
Tripura,2021,Q3,2021-Q3,Others,8915,5028078.73,564,North-Eastern Region
Tripura,2021,Q4,2021-Q4,Peer-to-peer payments,1060915,4368786747.10,4118,North-Eastern Region
Tripura,2021,Q4,2021-Q4,Merchant payments,793636,874005407.71,1101,North-Eastern Region
Tripura,2021,Q4,2021-Q4,Recharge & bill payments,650251,241225282.07,371,North-Eastern Region
Tripura,2021,Q4,2021-Q4,Financial Services,3635,5073898.61,1396,North-Eastern Region
Tripura,2021,Q4,2021-Q4,Others,12256,7838128.80,640,North-Eastern Region
Tripura,2022,Q1,2022-Q1,Peer-to-peer payments,1221863,4934712034.37,4039,North-Eastern Region
Tripura,2022,Q1,2022-Q1,Merchant payments,992891,1037265262.66,1045,North-Eastern Region
Tripura,2022,Q1,2022-Q1,Recharge & bill payments,641170,262348231.00,409,North-Eastern Region
Tripura,2022,Q1,2022-Q1,Financial Services,4351,5782533.24,1329,North-Eastern Region
Tripura,2022,Q1,2022-Q1,Others,10915,7221703.09,662,North-Eastern Region
Tripura,2022,Q2,2022-Q2,Peer-to-peer payments,1443647,5354182193.79,3709,North-Eastern Region
Tripura,2022,Q2,2022-Q2,Merchant payments,1322009,1235804019.56,935,North-Eastern Region
Tripura,2022,Q2,2022-Q2,Recharge & bill payments,638643,278018856.18,435,North-Eastern Region
Tripura,2022,Q2,2022-Q2,Financial Services,3812,4533635.77,1189,North-Eastern Region
Tripura,2022,Q2,2022-Q2,Others,10553,5732336.74,543,North-Eastern Region
Tripura,2022,Q3,2022-Q3,Peer-to-peer payments,1836678,6718925839.05,3658,North-Eastern Region
Tripura,2022,Q3,2022-Q3,Merchant payments,1660497,1589078400.26,957,North-Eastern Region
Tripura,2022,Q3,2022-Q3,Recharge & bill payments,745382,329401812.41,442,North-Eastern Region
Tripura,2022,Q3,2022-Q3,Financial Services,4343,5330626.12,1227,North-Eastern Region
Tripura,2022,Q3,2022-Q3,Others,9679,5616127.07,580,North-Eastern Region
Tripura,2022,Q4,2022-Q4,Peer-to-peer payments,2252390,8142233538.41,3615,North-Eastern Region
Tripura,2022,Q4,2022-Q4,Merchant payments,2054988,1925282618.81,937,North-Eastern Region
Tripura,2022,Q4,2022-Q4,Recharge & bill payments,874800,373875271.20,427,North-Eastern Region
Tripura,2022,Q4,2022-Q4,Financial Services,5787,5028488.55,869,North-Eastern Region
Tripura,2022,Q4,2022-Q4,Others,10225,6551901.18,641,North-Eastern Region
Uttar Pradesh,2018,Q1,2018-Q1,Recharge & bill payments,7003704,1201827543.88,172,Central Region
Uttar Pradesh,2018,Q1,2018-Q1,Peer-to-peer payments,4123625,11786969148.76,2858,Central Region
Uttar Pradesh,2018,Q1,2018-Q1,Merchant payments,442436,428301434.28,968,Central Region
Uttar Pradesh,2018,Q1,2018-Q1,Financial Services,397328,75150444.99,189,Central Region
Uttar Pradesh,2018,Q1,2018-Q1,Others,570712,447722351.31,784,Central Region
Uttar Pradesh,2018,Q2,2018-Q2,Recharge & bill payments,9232131,2044535461.48,221,Central Region
Uttar Pradesh,2018,Q2,2018-Q2,Peer-to-peer payments,6484369,22197440015.95,3423,Central Region
Uttar Pradesh,2018,Q2,2018-Q2,Merchant payments,909545,799920463.27,879,Central Region
Uttar Pradesh,2018,Q2,2018-Q2,Financial Services,563213,105536911.84,187,Central Region
Uttar Pradesh,2018,Q2,2018-Q2,Others,521685,572768843.16,1098,Central Region
Uttar Pradesh,2018,Q3,2018-Q3,Peer-to-peer payments,13828768,32944051606.98,2382,Central Region
Uttar Pradesh,2018,Q3,2018-Q3,Recharge & bill payments,9140873,2485029062.89,272,Central Region
Uttar Pradesh,2018,Q3,2018-Q3,Merchant payments,2397448,1012726185.12,422,Central Region
Uttar Pradesh,2018,Q3,2018-Q3,Financial Services,603303,76605144.66,127,Central Region
Uttar Pradesh,2018,Q3,2018-Q3,Others,544964,493702369.59,906,Central Region
Uttar Pradesh,2018,Q4,2018-Q4,Peer-to-peer payments,15804910,48836291123.91,3090,Central Region
Uttar Pradesh,2018,Q4,2018-Q4,Recharge & bill payments,11976808,3040717446.73,254,Central Region
Uttar Pradesh,2018,Q4,2018-Q4,Merchant payments,6953857,2480267671.26,357,Central Region
Uttar Pradesh,2018,Q4,2018-Q4,Financial Services,517619,76250539.86,147,Central Region
Uttar Pradesh,2018,Q4,2018-Q4,Others,847573,663216794.16,782,Central Region
Uttar Pradesh,2019,Q1,2019-Q1,Peer-to-peer payments,32062452,68506766330.45,2137,Central Region
Uttar Pradesh,2019,Q1,2019-Q1,Recharge & bill payments,15400713,4231102032.96,275,Central Region
Uttar Pradesh,2019,Q1,2019-Q1,Merchant payments,8558766,3105904146.21,363,Central Region
Uttar Pradesh,2019,Q1,2019-Q1,Financial Services,389733,43341558.49,111,Central Region
Uttar Pradesh,2019,Q1,2019-Q1,Others,912840,637066065.91,698,Central Region
Uttar Pradesh,2019,Q2,2019-Q2,Peer-to-peer payments,27105049,87581482658.95,3231,Central Region
Uttar Pradesh,2019,Q2,2019-Q2,Recharge & bill payments,17551537,5627886175.91,321,Central Region
Uttar Pradesh,2019,Q2,2019-Q2,Merchant payments,12733089,4894223107.45,384,Central Region
Uttar Pradesh,2019,Q2,2019-Q2,Financial Services,264091,38169259.95,145,Central Region
Uttar Pradesh,2019,Q2,2019-Q2,Others,1229734,775758168.42,631,Central Region
